To Location(Scorer),X Coordinate,Y Coordinate
Green,10953.69000000000000000000,8726.65800000000000000000
Green,10960.43000000000000000000,8702.75100000000000000000
Green,10943.19400000000000000000,8708.10000000000000000000
Green,10961.09600000000000000000,8704.76200000000000000000
Green,10977.74200000000000000000,8751.90000000000000000000
Green,10957.71300000000000000000,8702.30900000000000000000
Green,10962.89900000000000000000,8703.85100000000000000000
Green,10947.22900000000000000000,8730.15100000000000000000
Green,10960.71000000000000000000,8704.88000000000000000000
Green,10963.13700000000000000000,8711.49700000000000000000
Green,10960.26600000000000000000,8704.69400000000000000000
Green,10959.12100000000000000000,8710.13200000000000000000
Green,10943.63900000000000000000,8733.36000000000000000000
Green,10959.14400000000000000000,8702.09300000000000000000
Green,10951.21800000000000000000,8748.20300000000000000000
Green,10961.83100000000000000000,8708.94600000000000000000
Green,10943.30400000000000000000,8706.97900000000000000000
Green,10936.69900000000000000000,8708.12800000000000000000
Green,10960.99400000000000000000,8704.42900000000000000000
Green,10948.27600000000000000000,8724.70200000000000000000
Green,10962.93900000000000000000,8699.17700000000000000000
Green,10968.59400000000000000000,8698.12400000000000000000
Green,10960.01500000000000000000,8704.76300000000000000000
Green,10959.58700000000000000000,8739.54500000000000000000
Green,10961.28000000000000000000,8701.10200000000000000000
Green,10946.59800000000000000000,8709.95000000000000000000
Green,10965.92000000000000000000,8701.18800000000000000000
Green,10963.32600000000000000000,8705.25200000000000000000
Green,10927.78100000000000000000,8749.06300000000000000000
Green,10960.25500000000000000000,8706.88100000000000000000
Green,10927.43700000000000000000,8725.61800000000000000000
Green,10954.10000000000000000000,8707.88600000000000000000
Green,10927.27300000000000000000,8705.43000000000000000000
Green,10957.70400000000000000000,8705.15200000000000000000
Green,10951.10200000000000000000,8730.54100000000000000000
Green,10961.44400000000000000000,8701.49200000000000000000
Green,10940.87500000000000000000,8704.10800000000000000000
Green,10963.51700000000000000000,8703.15700000000000000000
Green,10953.74500000000000000000,8705.74500000000000000000
Green,10961.40800000000000000000,8703.32800000000000000000
Green,10946.70700000000000000000,8709.30500000000000000000
Green,10968.50500000000000000000,8703.45800000000000000000
Green,10960.64500000000000000000,8725.77800000000000000000
Green,10962.80200000000000000000,8700.41800000000000000000
Green,10960.99500000000000000000,8705.74400000000000000000
Green,10940.97800000000000000000,8705.57300000000000000000
Green,10963.76900000000000000000,8704.19100000000000000000
Green,10947.82000000000000000000,8710.21200000000000000000
Green,10961.59300000000000000000,8702.81600000000000000000
Green,10954.55300000000000000000,8704.25200000000000000000
Green,10931.98600000000000000000,8735.77100000000000000000
Green,10964.44100000000000000000,8703.29000000000000000000
Green,10950.31200000000000000000,8745.04900000000000000000
Green,10962.86700000000000000000,8703.01200000000000000000
Green,10987.95900000000000000000,8754.49200000000000000000
Green,10950.54800000000000000000,8701.96800000000000000000
Green,10961.38900000000000000000,8704.23800000000000000000
Green,10939.97400000000000000000,8743.52800000000000000000
Green,10957.93500000000000000000,8704.58500000000000000000
Green,10962.62700000000000000000,8703.65900000000000000000
Green,10953.45700000000000000000,8734.81100000000000000000
Green,10960.01600000000000000000,8703.29300000000000000000
Green,10945.00700000000000000000,8707.96700000000000000000
Green,10960.11600000000000000000,8704.45600000000000000000
Green,10950.95600000000000000000,8732.45500000000000000000
Green,10961.48200000000000000000,8701.66200000000000000000
Green,10968.29800000000000000000,8707.51600000000000000000
Green,10958.19700000000000000000,8703.81700000000000000000
Green,10977.63700000000000000000,8753.81900000000000000000
Green,10962.21200000000000000000,8704.45800000000000000000
Green,10976.43900000000000000000,8746.47500000000000000000
Green,10958.70300000000000000000,8694.91600000000000000000
Green,10961.74100000000000000000,8705.49700000000000000000
Green,10947.33700000000000000000,8748.12100000000000000000
Green,10962.81500000000000000000,8704.67400000000000000000
Green,10964.24400000000000000000,8711.73400000000000000000
Green,10930.87900000000000000000,8705.81500000000000000000
Green,10964.49700000000000000000,8699.63900000000000000000
Green,10961.34500000000000000000,8705.13100000000000000000
Green,10941.17100000000000000000,8740.68300000000000000000
Green,10961.48400000000000000000,8699.61800000000000000000
Green,10950.57300000000000000000,8725.81500000000000000000
Green,10959.48000000000000000000,8705.86000000000000000000
Green,10982.47300000000000000000,8745.19200000000000000000
Green,10954.31100000000000000000,8706.18200000000000000000
Green,10935.39900000000000000000,8705.89600000000000000000
Green,10961.05300000000000000000,8703.45600000000000000000
Green,10969.99800000000000000000,8700.91800000000000000000
Green,10959.18100000000000000000,8705.21200000000000000000
Green,10963.16300000000000000000,8713.51900000000000000000
Green,10969.07300000000000000000,8709.77700000000000000000
Green,10961.29600000000000000000,8702.85100000000000000000
Green,10941.06900000000000000000,8697.91900000000000000000
Green,10961.27200000000000000000,8704.31900000000000000000
Green,10924.33800000000000000000,8758.38200000000000000000
Green,10962.07500000000000000000,8705.39500000000000000000
Green,10942.52200000000000000000,8703.76500000000000000000
Green,10970.67700000000000000000,8740.97900000000000000000
Green,10982.24200000000000000000,8752.38400000000000000000
Green,10969.53900000000000000000,8751.79500000000000000000
Green,10959.71800000000000000000,8733.11100000000000000000
Green,10979.86800000000000000000,8753.83000000000000000000
Green,10957.44800000000000000000,8755.32600000000000000000
Green,10980.40300000000000000000,8752.98600000000000000000
Green,10933.79200000000000000000,8750.49900000000000000000
Green,10979.11900000000000000000,8751.74700000000000000000
Green,10980.61400000000000000000,8744.95300000000000000000
Green,10966.78300000000000000000,8753.27900000000000000000
Green,10954.11900000000000000000,8711.66300000000000000000
Green,10981.17200000000000000000,8750.43700000000000000000
Green,10953.45100000000000000000,8703.27800000000000000000
Green,10979.61300000000000000000,8750.32000000000000000000
Green,10958.86100000000000000000,8755.48300000000000000000
Green,10978.27900000000000000000,8753.03200000000000000000
Green,10955.30500000000000000000,8739.30600000000000000000
Green,10984.44800000000000000000,8754.04300000000000000000
Green,10932.37900000000000000000,8700.60900000000000000000
Green,10982.05600000000000000000,8748.28400000000000000000
Green,10955.53600000000000000000,8742.83700000000000000000
Green,10981.91000000000000000000,8753.82700000000000000000
Green,10973.94300000000000000000,8769.88400000000000000000
Green,10980.65300000000000000000,8751.77400000000000000000
Green,10944.65000000000000000000,8748.02500000000000000000
Green,10982.29100000000000000000,8754.10300000000000000000
Green,10947.73200000000000000000,8710.52900000000000000000
Green,10980.83700000000000000000,8747.53700000000000000000
Green,10968.77000000000000000000,8749.48000000000000000000
Green,10942.13700000000000000000,8769.65500000000000000000
Green,10983.13600000000000000000,8754.45800000000000000000
Green,10964.31400000000000000000,8748.18400000000000000000
Green,10980.12200000000000000000,8751.69800000000000000000
Green,10948.80000000000000000000,8745.05100000000000000000
Green,10980.08900000000000000000,8751.31500000000000000000
Green,10949.61700000000000000000,8731.45800000000000000000
Green,10983.76500000000000000000,8755.37900000000000000000
Green,10946.35200000000000000000,8741.07700000000000000000
Green,10981.57500000000000000000,8750.66000000000000000000
Green,10954.25200000000000000000,8764.48400000000000000000
Green,10974.61900000000000000000,8755.22800000000000000000
Green,10972.95000000000000000000,8757.08400000000000000000
Green,10981.68300000000000000000,8750.71600000000000000000
Green,10979.73100000000000000000,8767.69700000000000000000
Green,10979.30100000000000000000,8754.24700000000000000000
Green,10946.14400000000000000000,8753.57600000000000000000
Green,10984.08600000000000000000,8752.48700000000000000000
Green,10936.09300000000000000000,8742.90700000000000000000
Green,10959.47100000000000000000,8733.53500000000000000000
Green,10983.43700000000000000000,8753.56300000000000000000
Green,10977.19200000000000000000,8757.88800000000000000000
Green,10981.88800000000000000000,8750.49700000000000000000
Green,10934.68800000000000000000,8759.71700000000000000000
Green,10981.77700000000000000000,8753.71200000000000000000
Green,10939.18300000000000000000,8745.66500000000000000000
Green,10981.80900000000000000000,8753.61300000000000000000
Green,10958.58500000000000000000,8759.18800000000000000000
Green,10984.44000000000000000000,8751.73800000000000000000
Green,10972.93400000000000000000,8765.17400000000000000000
Green,10980.02500000000000000000,8753.37200000000000000000
Green,10957.86000000000000000000,8705.45000000000000000000
Green,10975.19400000000000000000,8743.60200000000000000000
Green,10947.12000000000000000000,8757.50600000000000000000
Green,10976.73100000000000000000,8752.62600000000000000000
Green,10952.09900000000000000000,8766.57900000000000000000
Green,10982.71700000000000000000,8754.13600000000000000000
Green,10979.31000000000000000000,8753.07600000000000000000
Green,10962.37900000000000000000,8747.90000000000000000000
Green,10981.04600000000000000000,8751.37500000000000000000
Green,10939.78400000000000000000,8754.73900000000000000000
Green,10971.64200000000000000000,8701.49000000000000000000
Green,10935.33500000000000000000,8765.53100000000000000000
Green,10939.12200000000000000000,8753.09100000000000000000
Green,10966.38500000000000000000,8707.01100000000000000000
Green,10935.50300000000000000000,8760.86400000000000000000
Green,10938.69400000000000000000,8753.75300000000000000000
Green,10962.76800000000000000000,8728.58200000000000000000
Green,10936.28700000000000000000,8759.40000000000000000000
Green,10981.07500000000000000000,8759.13500000000000000000
Green,10938.31700000000000000000,8753.92000000000000000000
Green,10946.96900000000000000000,8710.29700000000000000000
Green,10940.15700000000000000000,8748.38100000000000000000
Green,10938.50600000000000000000,8756.56500000000000000000
Green,10942.00400000000000000000,8755.92600000000000000000
Green,10939.44500000000000000000,8755.40900000000000000000
Green,10939.16700000000000000000,8746.92200000000000000000
Green,10938.63800000000000000000,8757.36100000000000000000
Green,10945.60000000000000000000,8752.39400000000000000000
Green,10954.66400000000000000000,8725.01300000000000000000
Green,10937.54100000000000000000,8759.75400000000000000000
Green,10963.91600000000000000000,8712.49000000000000000000
Green,10936.17700000000000000000,8761.98200000000000000000
Green,10937.40500000000000000000,8759.19400000000000000000
Green,10927.44200000000000000000,8729.89200000000000000000
Green,10939.33300000000000000000,8754.73800000000000000000
Green,10939.50800000000000000000,8755.22100000000000000000
Green,10929.66500000000000000000,8739.12100000000000000000
Green,10939.71900000000000000000,8755.91900000000000000000
Green,10940.95000000000000000000,8745.18800000000000000000
Green,10938.51700000000000000000,8757.05500000000000000000
Green,10923.39700000000000000000,8749.63800000000000000000
Green,10939.18900000000000000000,8756.78600000000000000000
Green,10922.60000000000000000000,8733.74000000000000000000
Green,10940.70000000000000000000,8756.94000000000000000000
Green,10941.58600000000000000000,8737.75000000000000000000
Green,10937.88500000000000000000,8759.83600000000000000000
Green,10945.92600000000000000000,8710.18700000000000000000
Green,10957.09300000000000000000,8713.25600000000000000000
Green,10935.62700000000000000000,8760.79400000000000000000
Green,10939.32500000000000000000,8752.73500000000000000000
Green,10950.46100000000000000000,8732.24500000000000000000
Green,10961.30700000000000000000,8705.55500000000000000000
Green,10940.63900000000000000000,8705.42600000000000000000
Green,10924.71900000000000000000,8726.51100000000000000000
Green,10946.31300000000000000000,8699.37700000000000000000
Green,10941.07600000000000000000,8706.98500000000000000000
Green,10914.32500000000000000000,8739.30500000000000000000
Green,10947.50000000000000000000,8697.97100000000000000000
Green,10942.10800000000000000000,8704.32300000000000000000
Green,10960.67300000000000000000,8705.83700000000000000000
Green,10939.53700000000000000000,8704.04500000000000000000
Green,10928.62700000000000000000,8703.45300000000000000000
Green,10945.11200000000000000000,8723.46700000000000000000
Green,10942.06300000000000000000,8701.02900000000000000000
Green,10943.87600000000000000000,8706.41200000000000000000
Green,10952.88900000000000000000,8705.59500000000000000000
Green,10943.60000000000000000000,8705.10000000000000000000
Green,10946.32400000000000000000,8710.14200000000000000000
Green,10963.46000000000000000000,8703.17800000000000000000
Green,10955.04100000000000000000,8725.08500000000000000000
Green,10943.85300000000000000000,8768.00200000000000000000
Green,10927.43000000000000000000,8738.32300000000000000000
Green,10930.39900000000000000000,8737.83700000000000000000
Green,10940.47800000000000000000,8757.34700000000000000000
Green,10939.72400000000000000000,8708.12800000000000000000
Green,10940.83300000000000000000,8752.87400000000000000000
Green,10920.03700000000000000000,8735.23500000000000000000
Green,10938.01900000000000000000,8754.37400000000000000000
Green,10976.66800000000000000000,8762.69200000000000000000
Green,10933.12900000000000000000,8754.78700000000000000000
Green,10941.15300000000000000000,8754.73700000000000000000
Green,10971.91200000000000000000,8763.85200000000000000000
Green,10938.09600000000000000000,8756.28100000000000000000
Green,10952.40900000000000000000,8739.32400000000000000000
Green,10938.12900000000000000000,8759.86300000000000000000
Green,10946.35300000000000000000,8725.18600000000000000000
Green,10939.92200000000000000000,8756.40300000000000000000
Green,10942.90900000000000000000,8738.09700000000000000000
Green,10938.24200000000000000000,8756.40500000000000000000
Green,10930.70700000000000000000,8746.59700000000000000000
Green,10940.65200000000000000000,8757.61200000000000000000
Green,10964.10600000000000000000,8761.90300000000000000000
Green,10940.50100000000000000000,8755.93100000000000000000
Green,10949.08200000000000000000,8712.19400000000000000000
Green,10939.33400000000000000000,8755.36500000000000000000
Green,10948.25000000000000000000,8710.72100000000000000000
Green,10939.09100000000000000000,8749.33200000000000000000
Green,10938.67500000000000000000,8756.14500000000000000000
Green,10955.61000000000000000000,8739.06400000000000000000
Green,10939.87900000000000000000,8755.68200000000000000000
Green,10952.00000000000000000000,8732.62900000000000000000
Green,10938.53900000000000000000,8755.19500000000000000000
Green,10954.60500000000000000000,8734.44800000000000000000
Green,10936.09500000000000000000,8756.54800000000000000000
Green,10950.38100000000000000000,8724.83600000000000000000
Green,10936.07200000000000000000,8762.94700000000000000000
Green,10964.58100000000000000000,8710.15500000000000000000
Green,10943.90400000000000000000,8752.24900000000000000000
Green,10932.26900000000000000000,8737.13100000000000000000
Green,10938.58800000000000000000,8754.85900000000000000000
Green,10939.44400000000000000000,8754.56000000000000000000
Green,10980.95100000000000000000,8747.49700000000000000000
Green,10946.68500000000000000000,8754.67400000000000000000
Green,10940.53100000000000000000,8754.38600000000000000000
Green,10937.55200000000000000000,8752.67300000000000000000
Green,10983.23800000000000000000,8757.37800000000000000000
Green,10935.41300000000000000000,8751.88100000000000000000
Green,10948.28800000000000000000,8741.34600000000000000000
Green,10939.92200000000000000000,8756.07700000000000000000
Green,10964.12800000000000000000,8760.62600000000000000000
Green,10937.40800000000000000000,8755.17100000000000000000
Green,10936.14800000000000000000,8749.76200000000000000000
Green,10949.83900000000000000000,8755.87600000000000000000
Green,10937.15900000000000000000,8755.28800000000000000000
Green,10964.22600000000000000000,8744.08900000000000000000
Green,10933.12400000000000000000,8756.21000000000000000000
Green,10945.82400000000000000000,8719.04500000000000000000
Green,10939.00500000000000000000,8754.52100000000000000000
Green,10932.69900000000000000000,8765.49800000000000000000
Green,10938.49200000000000000000,8755.52800000000000000000
Green,10952.42200000000000000000,8736.29400000000000000000
Green,10937.67600000000000000000,8755.59000000000000000000
Green,10943.62000000000000000000,8730.63500000000000000000
Green,10939.52100000000000000000,8754.96600000000000000000
Green,10967.00400000000000000000,8762.51000000000000000000
Green,10942.94000000000000000000,8755.21300000000000000000
Green,10969.22100000000000000000,8770.21900000000000000000
Green,10936.66800000000000000000,8753.24700000000000000000
Green,10934.00200000000000000000,8699.08300000000000000000
Green,10944.48000000000000000000,8705.71900000000000000000
Green,10945.58600000000000000000,8712.60600000000000000000
Green,10942.49700000000000000000,8702.29600000000000000000
Green,10943.31900000000000000000,8725.01300000000000000000
Green,10944.23900000000000000000,8705.70200000000000000000
Green,10942.61800000000000000000,8704.58200000000000000000
Green,10940.47600000000000000000,8721.57600000000000000000
Green,10944.23200000000000000000,8704.23600000000000000000
Green,10932.27300000000000000000,8742.18700000000000000000
Green,10946.02600000000000000000,8702.19800000000000000000
Green,10937.47400000000000000000,8702.72300000000000000000
Green,10939.48600000000000000000,8756.19600000000000000000
Green,10944.39800000000000000000,8705.39900000000000000000
Green,10938.73900000000000000000,8711.70300000000000000000
Green,10945.75600000000000000000,8702.62700000000000000000
Green,10954.39500000000000000000,8704.84600000000000000000
Green,10958.09000000000000000000,8708.77100000000000000000
Green,10940.39600000000000000000,8703.94700000000000000000
Green,10929.35300000000000000000,8702.67100000000000000000
Green,10945.66300000000000000000,8704.62200000000000000000
Green,10961.42000000000000000000,8696.22100000000000000000
Green,10953.27800000000000000000,8730.17100000000000000000
Green,10946.60700000000000000000,8703.70400000000000000000
Green,10951.04500000000000000000,8723.76000000000000000000
Green,10940.44800000000000000000,8700.93200000000000000000
Green,10931.54600000000000000000,8733.21200000000000000000
Green,10944.43600000000000000000,8703.54200000000000000000
Green,10939.36400000000000000000,8741.17200000000000000000
Green,10943.91300000000000000000,8699.48800000000000000000
Green,10954.89400000000000000000,8705.61700000000000000000
Green,10940.40300000000000000000,8703.94400000000000000000
Green Side Bunker,10982.80000000000000000000,8721.88000000000000000000
Green Side Bunker,10984.37500000000000000000,8719.91400000000000000000
Green Side Bunker,10985.43800000000000000000,8720.11500000000000000000
Green Side Bunker,10982.18000000000000000000,8719.49200000000000000000
Green Side Bunker,10982.05200000000000000000,8719.35500000000000000000
Green Side Bunker,10984.35900000000000000000,8719.90600000000000000000
Green Side Bunker,10982.52000000000000000000,8721.29400000000000000000
Green Side Bunker,10986.00600000000000000000,8722.26000000000000000000
Green Side Bunker,10982.07100000000000000000,8725.32200000000000000000
Green Side Bunker,10983.50000000000000000000,8724.07000000000000000000
Green Side Bunker,10983.66000000000000000000,8719.67800000000000000000
Intermediate Rough,10925.64100000000000000000,8762.98100000000000000000
Intermediate Rough,10932.97600000000000000000,8769.21200000000000000000
Intermediate Rough,10974.38200000000000000000,8711.05200000000000000000
Intermediate Rough,10932.90000000000000000000,8768.67000000000000000000
Intermediate Rough,10951.50000000000000000000,8690.59000000000000000000
Intermediate Rough,10920.57300000000000000000,8758.38300000000000000000
Intermediate Rough,10919.48300000000000000000,8709.56700000000000000000
Intermediate Rough,10989.29300000000000000000,8759.13000000000000000000
Intermediate Rough,10932.23600000000000000000,8697.34500000000000000000
Intermediate Rough,10973.62400000000000000000,8776.02600000000000000000
Intermediate Rough,10923.89700000000000000000,8703.60300000000000000000
Intermediate Rough,10923.45900000000000000000,8704.31200000000000000000
Intermediate Rough,10928.39700000000000000000,8700.51400000000000000000
Intermediate Rough,10929.21800000000000000000,8699.62900000000000000000
Intermediate Rough,10927.56500000000000000000,8765.50200000000000000000
Intermediate Rough,10932.70000000000000000000,8768.64000000000000000000
Intermediate Rough,10930.42500000000000000000,8697.88600000000000000000
Tee Box,10977.45200000000000000000,8482.58100000000000000000
Tee Box,10983.61300000000000000000,8479.87600000000000000000
Tee Box,10969.30000000000000000000,8492.21000000000000000000
Tee Box,10983.75900000000000000000,8484.13500000000000000000
Tee Box,10972.06700000000000000000,8485.12700000000000000000
Tee Box,10965.88600000000000000000,8477.46400000000000000000
Tee Box,10987.66500000000000000000,8487.61200000000000000000
Tee Box,10965.44000000000000000000,8488.17700000000000000000
Tee Box,10978.12400000000000000000,8477.44700000000000000000
Tee Box,10961.74900000000000000000,8484.17300000000000000000
Tee Box,10973.94400000000000000000,8490.43800000000000000000
Tee Box,10969.11000000000000000000,8482.48800000000000000000
Tee Box,10963.04200000000000000000,8495.35000000000000000000
Tee Box,10969.92500000000000000000,8476.29000000000000000000
Tee Box,10970.10300000000000000000,8487.08300000000000000000
Tee Box,10971.97000000000000000000,8480.31800000000000000000
Tee Box,10981.04000000000000000000,8486.40000000000000000000
Tee Box,10982.98400000000000000000,8481.51300000000000000000
Tee Box,10974.34000000000000000000,8486.12900000000000000000
Tee Box,10970.19000000000000000000,8482.75400000000000000000
Tee Box,10976.56000000000000000000,8489.72600000000000000000
Tee Box,10968.52700000000000000000,8485.77700000000000000000
Tee Box,10978.34700000000000000000,8477.25700000000000000000
Tee Box,10981.44300000000000000000,8479.10200000000000000000
Tee Box,10977.43900000000000000000,8482.09300000000000000000
Tee Box,10974.30900000000000000000,8489.57100000000000000000
Tee Box,10969.10100000000000000000,8483.14400000000000000000
Tee Box,10980.01600000000000000000,8481.71400000000000000000
Tee Box,10968.26400000000000000000,8492.75100000000000000000
Tee Box,10965.02600000000000000000,8494.38300000000000000000
Tee Box,10974.53100000000000000000,8482.86200000000000000000
Tee Box,10963.70000000000000000000,8492.30000000000000000000
Tee Box,10976.41100000000000000000,8483.27500000000000000000
Tee Box,10971.10000000000000000000,8479.94400000000000000000
Tee Box,10971.02200000000000000000,8478.74800000000000000000
Tee Box,10968.97100000000000000000,8487.79700000000000000000
Tee Box,10969.66900000000000000000,8484.95900000000000000000
Tee Box,10973.63300000000000000000,8486.51300000000000000000
Tee Box,10974.50000000000000000000,8482.84000000000000000000
Tee Box,10970.89700000000000000000,8497.40000000000000000000
Tee Box,10973.52700000000000000000,8478.55500000000000000000
Tee Box,10970.31300000000000000000,8486.16200000000000000000
Tee Box,10984.30000000000000000000,8489.83000000000000000000
Tee Box,10987.29200000000000000000,8487.65600000000000000000
Tee Box,10964.74500000000000000000,8491.22200000000000000000
Tee Box,10970.12600000000000000000,8482.10200000000000000000
Tee Box,10966.72800000000000000000,8483.63800000000000000000
Tee Box,10980.04700000000000000000,8482.40500000000000000000
Tee Box,10978.17500000000000000000,8483.51200000000000000000
Tee Box,10976.82800000000000000000,8486.10500000000000000000
Tee Box,10976.51600000000000000000,8484.37000000000000000000
Tee Box,10975.66900000000000000000,8487.09000000000000000000
Tee Box,10991.63900000000000000000,8488.16300000000000000000
Tee Box,10967.59500000000000000000,8480.53400000000000000000
Water,10910.31300000000000000000,8760.14100000000000000000
Water,10919.75000000000000000000,8759.74600000000000000000
Water,10910.48600000000000000000,8756.94700000000000000000
Water,10938.98300000000000000000,8784.94700000000000000000
Water,11002.61500000000000000000,8717.22600000000000000000
Water,10918.80000000000000000000,8758.55000000000000000000
Water,10916.35800000000000000000,8706.01600000000000000000
Water,10963.41900000000000000000,8677.78500000000000000000
Water,10910.83500000000000000000,8759.79500000000000000000
Water,10907.98500000000000000000,8755.81500000000000000000
Water,10954.60900000000000000000,8794.16700000000000000000
Water,10994.10400000000000000000,8706.94100000000000000000
Water,10974.58500000000000000000,8784.52700000000000000000
Water,11002.49700000000000000000,8712.05300000000000000000
Water,10999.83400000000000000000,8732.47600000000000000000
Water,10982.78500000000000000000,8697.43900000000000000000
Water,10930.02000000000000000000,8790.94800000000000000000
Water,10957.54200000000000000000,8683.66000000000000000000
Water,10977.36900000000000000000,8706.05200000000000000000
Water,10964.65100000000000000000,8682.98500000000000000000
Water,10981.53200000000000000000,8690.25300000000000000000
Water,10982.09800000000000000000,8703.17400000000000000000
Water,10926.46700000000000000000,8770.88600000000000000000
Water,10922.95200000000000000000,8698.36000000000000000000
Water,10995.94700000000000000000,8713.57000000000000000000
Water,10928.90000000000000000000,8685.08100000000000000000
Water,10953.93400000000000000000,8677.25700000000000000000
Water,11006.83600000000000000000,8760.48400000000000000000
Water,10924.80000000000000000000,8766.10000000000000000000
Water,11003.39100000000000000000,8716.03100000000000000000
Water,10998.22100000000000000000,8699.71300000000000000000
Water,10929.43100000000000000000,8769.50500000000000000000
Water,10983.51800000000000000000,8711.40900000000000000000
Water,10946.31100000000000000000,8679.81800000000000000000
Water,10989.61700000000000000000,8702.10000000000000000000
Water,11008.21100000000000000000,8717.79600000000000000000
Water,11002.25700000000000000000,8772.45500000000000000000
Water,10997.35200000000000000000,8735.32100000000000000000
Water,10994.81700000000000000000,8716.94600000000000000000
Water,10918.71900000000000000000,8769.23000000000000000000
Water,11012.30900000000000000000,8726.31500000000000000000
Water,10922.39100000000000000000,8695.31400000000000000000
Water,10979.09900000000000000000,8692.25300000000000000000
Water,10992.34200000000000000000,8699.10700000000000000000
Water,10990.61900000000000000000,8704.87600000000000000000
Water,10992.13200000000000000000,8704.04600000000000000000
Water,10977.60000000000000000000,8706.30000000000000000000
Water,11001.10700000000000000000,8702.95100000000000000000
Water,10920.39200000000000000000,8770.02500000000000000000
Water,10962.37700000000000000000,8682.44700000000000000000
Water,10924.36600000000000000000,8698.37300000000000000000
Water,10947.20400000000000000000,8671.97600000000000000000
Water,10964.71900000000000000000,8675.26200000000000000000
Water,10995.70000000000000000000,8729.33000000000000000000
Water,10963.94000000000000000000,8782.97500000000000000000
Water,10949.10000000000000000000,8779.99000000000000000000
Water,10924.89900000000000000000,8699.02200000000000000000
Water,10934.18200000000000000000,8684.89600000000000000000
Water,10966.26600000000000000000,8677.85000000000000000000
Water,10929.89400000000000000000,8772.03100000000000000000
Water,10921.06400000000000000000,8764.21000000000000000000
Water,10914.09400000000000000000,8765.60400000000000000000
Water,10993.20000000000000000000,8724.20000000000000000000
Water,10985.71700000000000000000,8683.01900000000000000000
Water,10943.28800000000000000000,8777.80100000000000000000
Water,10927.92800000000000000000,8767.68200000000000000000
Water,10925.41900000000000000000,8777.80100000000000000000
Water,10990.30400000000000000000,8695.96900000000000000000
Water,10991.70100000000000000000,8698.89000000000000000000
